eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,cluster_index
41256,GII,1952,3,22,4,52,33,,34.51,27.20,,,,33,,5.3,,MD,0
41257,GII,1952,10,15,17,50,0,,32.79,34.79,,,,10,,5.5,,MB,0
11840,EMEC,1952,10,22,17,0,1,,35.65,37.25,,,,70,,5.7,,MW,60
41259,GII,1952,12,28,2,43,0,,35.50,32.80,,,,10,,4.2,,MD,0
68243,KOERI,1953,2,1,19,52,36,,32.00,33.50,,,,30,,5.3,,MW,0
11910,EMEC,1953,3,24,21,17,1,,37.00,37.02,,,,10,,5.3,,MW,0
41260,GII,1953,9,10,4,6,0,,32.30,34.68,,,,10,,6.1,,MB,29
41261,GII,1953,11,3,11,57,0,,36.10,33.70,,,,10,,4.2,,MD,0
12130,EMEC,1954,1,5,0,15,1,,32.00,35.30,,,,999,,4.5,,MW,0
12238,EMEC,1954,7,24,0,52,1,,30.60,31.80,,,,999,,5.2,,MW,0
12261,EMEC,1954,8,25,2,1,1,,29.96,37.29,,,,40,,5.2,,MW,0
41264,GII,1954,9,13,21,46,0,,35.38,30.99,,,,10,,5.0,,MB,0
12296,EMEC,1954,10,28,13,39,1,,31.40,32.40,,,,30,,4.9,,MW,0
12300,EMEC,1954,10,31,12,34,1,,32.30,33.80,,,,999,,4.7,,MW,0
2360,NCEDCA,1955,11,12,5,32,18,,34.51,25.12,,,,15,,5.7,,MW,0
68236,KOERI,1956,3,16,19,32,40,,35.60,33.80,,,,30,,6.0,,MW,33
41268,GII,1956,7,16,0,0,46,,35.99,35.70,,,,10,,4.8,,MB,0
41269,GII,1956,12,18,17,53,0,,35.48,30.50,,,,10,,5.4,,MB,0
